Starting tests...
acl_userdir(_alpha0, r, r, r, r) -> (0, 1, 1) OK
acl_userdir(_alpha3, x, rw, rw, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha0, x, rw, rw, w) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rw, rw, w) -> (0, 0, 1) OK
acl_userdir(_alpha2, x, rw, rw, w) -> (0, 0, 1) OK
acl_userdir(_alpha3, x, rw, rw, w) -> (1, 0, 1) OK
acl_userdir(_alpha0, x, rw, rw, wx) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rw, rw, wx) -> (0, 0, 1) OK
acl_userdir(_alpha2, x, rw, rw, wx) -> (0, 0, 1) OK
acl_userdir(_alpha3, x, rw, rw, wx) -> (1, 0, 0) OK
acl_userdir(_alpha0, x, rw, rw, x) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rw, rw, x) -> (0, 0, 1) OK
acl_userdir(_alpha2, x, rw, rw, x) -> (0, 0, 1) OK
acl_userdir(_alpha3, x, rw, rw, x) -> (1, 1, 0) OK
acl_userdir(_alpha0, x, rw, rx, r) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rw, rx, r) -> (0, 0, 1) OK
acl_userdir(_alpha2, x, rw, rx, r) -> (0, 1, 0) OK
acl_userdir(_alpha3, x, rw, rx, r) -> (0, 1, 1) OK
acl_userdir(_alpha0, x, rw, rx, rw) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rw, rx, rw) -> (0, 0, 1) OK
acl_userdir(_alpha2, x, rw, rx, rw) -> (0, 1, 0) OK
acl_userdir(_alpha3, x, rw, rx, rw) -> (0, 0, 1) OK
acl_userdir(_alpha0, x, rw, rx, rx) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rw, rx, rx) -> (0, 0, 1) OK
acl_userdir(_alpha2, x, rw, rx, rx) -> (0, 1, 0) OK
acl_userdir(_alpha3, x, rw, rx, rx) -> (0, 1, 0) OK
acl_userdir(_alpha0, x, rw, rx, rwx) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rw, rx, rwx) -> (0, 0, 1) OK
acl_userdir(_alpha2, x, rw, rx, rwx) -> (0, 1, 0) OK
acl_userdir(_alpha3, x, rw, rx, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha0, x, rw, rx, w) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rw, rx, w) -> (0, 0, 1) OK
acl_userdir(_alpha2, x, rw, rx, w) -> (0, 1, 0) OK
acl_userdir(_alpha3, x, rw, rx, w) -> (1, 0, 1) OK
acl_userdir(_alpha0, x, rw, rx, wx) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rw, rx, wx) -> (0, 0, 1) OK
acl_userdir(_alpha2, x, rw, rx, wx) -> (0, 1, 0) OK
acl_userdir(_alpha3, x, rw, rx, wx) -> (1, 0, 0) OK
acl_userdir(_alpha0, x, rw, rx, x) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rw, rx, x) -> (0, 0, 1) OK
acl_userdir(_alpha2, x, rw, rx, x) -> (0, 1, 0) OK
acl_userdir(_alpha3, x, rw, rx, x) -> (1, 1, 0) OK
acl_userdir(_alpha0, x, rw, rwx, r) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rw, rwx, r) -> (0, 0, 1) OK
acl_userdir(_alpha2, x, rw, rwx, r) -> (0, 0, 0) OK
acl_userdir(_alpha3, x, rw, rwx, r) -> (0, 1, 1) OK
acl_userdir(_alpha0, x, rw, rwx, rw) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rw, rwx, rw) -> (0, 0, 1) OK
acl_userdir(_alpha2, x, rw, rwx, rw) -> (0, 0, 0) OK
acl_userdir(_alpha3, x, rw, rwx, rw) -> (0, 0, 1) OK
acl_userdir(_alpha0, x, rw, rwx, rx) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rw, rwx, rx) -> (0, 0, 1) OK
acl_userdir(_alpha2, x, rw, rwx, rx) -> (0, 0, 0) OK
acl_userdir(_alpha3, x, rw, rwx, rx) -> (0, 1, 0) OK
acl_userdir(_alpha0, x, rw, rwx, rwx) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rw, rwx, rwx) -> (0, 0, 1) OK
acl_userdir(_alpha2, x, rw, rwx, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha3, x, rw, rwx, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha0, x, rw, rwx, w) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rw, rwx, w) -> (0, 0, 1) OK
acl_userdir(_alpha2, x, rw, rwx, w) -> (0, 0, 0) OK
acl_userdir(_alpha3, x, rw, rwx, w) -> (1, 0, 1) OK
acl_userdir(_alpha0, x, rw, rwx, wx) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rw, rwx, wx) -> (0, 0, 1) OK
acl_userdir(_alpha2, x, rw, rwx, wx) -> (0, 0, 0) OK
acl_userdir(_alpha3, x, rw, rwx, wx) -> (1, 0, 0) OK
acl_userdir(_alpha0, x, rw, rwx, x) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rw, rwx, x) -> (0, 0, 1) OK
acl_userdir(_alpha2, x, rw, rwx, x) -> (0, 0, 0) OK
acl_userdir(_alpha3, x, rw, rwx, x) -> (1, 1, 0) OK
acl_userdir(_alpha0, x, rw, w, r) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rw, w, r) -> (0, 0, 1) OK
acl_userdir(_alpha2, x, rw, w, r) -> (1, 0, 1) OK
acl_userdir(_alpha3, x, rw, w, r) -> (0, 1, 1) OK
acl_userdir(_alpha0, x, rw, w, rw) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rw, w, rw) -> (0, 0, 1) OK
acl_userdir(_alpha2, x, rw, w, rw) -> (1, 0, 1) OK
acl_userdir(_alpha3, x, rw, w, rw) -> (0, 0, 1) OK
acl_userdir(_alpha0, x, rw, w, rx) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rw, w, rx) -> (0, 0, 1) OK
acl_userdir(_alpha2, x, rw, w, rx) -> (1, 0, 1) OK
acl_userdir(_alpha3, x, rw, w, rx) -> (0, 1, 0) OK
acl_userdir(_alpha0, x, rw, w, rwx) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rw, w, rwx) -> (0, 0, 1) OK
acl_userdir(_alpha2, x, rw, w, rwx) -> (1, 0, 1) OK
acl_userdir(_alpha3, x, rw, w, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha0, x, rw, w, w) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rw, w, w) -> (0, 0, 1) OK
acl_userdir(_alpha2, x, rw, w, w) -> (1, 0, 1) OK
acl_userdir(_alpha3, x, rw, w, w) -> (1, 0, 1) OK
acl_userdir(_alpha0, x, rw, w, wx) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rw, w, wx) -> (0, 0, 1) OK
acl_userdir(_alpha2, x, rw, w, wx) -> (1, 0, 1) OK
acl_userdir(_alpha3, x, rw, w, wx) -> (1, 0, 0) OK
acl_userdir(_alpha0, x, rw, w, x) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rw, w, x) -> (0, 0, 1) OK
acl_userdir(_alpha2, x, rw, w, x) -> (1, 0, 1) OK
acl_userdir(_alpha3, x, rw, w, x) -> (1, 1, 0) OK
acl_userdir(_alpha0, x, rw, wx, r) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rw, wx, r) -> (0, 0, 1) OK
acl_userdir(_alpha2, x, rw, wx, r) -> (1, 0, 0) OK
acl_userdir(_alpha3, x, rw, wx, r) -> (0, 1, 1) OK
acl_userdir(_alpha0, x, rw, wx, rw) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rw, wx, rw) -> (0, 0, 1) OK
acl_userdir(_alpha2, x, rw, wx, rw) -> (1, 0, 0) OK
acl_userdir(_alpha3, x, rw, wx, rw) -> (0, 0, 1) OK
acl_userdir(_alpha0, x, rw, wx, rx) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rw, wx, rx) -> (0, 0, 1) OK
acl_userdir(_alpha2, x, rw, wx, rx) -> (1, 0, 0) OK
acl_userdir(_alpha3, x, rw, wx, rx) -> (0, 1, 0) OK
acl_userdir(_alpha0, x, rw, wx, rwx) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rw, wx, rwx) -> (0, 0, 1) OK
acl_userdir(_alpha2, x, rw, wx, rwx) -> (1, 0, 0) OK
acl_userdir(_alpha3, x, rw, wx, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha0, x, rw, wx, w) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rw, wx, w) -> (0, 0, 1) OK
acl_userdir(_alpha2, x, rw, wx, w) -> (1, 0, 0) OK
acl_userdir(_alpha3, x, rw, wx, w) -> (1, 0, 1) OK
acl_userdir(_alpha0, x, rw, wx, wx) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rw, wx, wx) -> (0, 0, 1) OK
acl_userdir(_alpha2, x, rw, wx, wx) -> (1, 0, 0) OK
acl_userdir(_alpha3, x, rw, wx, wx) -> (1, 0, 0) OK
acl_userdir(_alpha0, x, rw, wx, x) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rw, wx, x) -> (0, 0, 1) OK
acl_userdir(_alpha2, x, rw, wx, x) -> (1, 0, 0) OK
acl_userdir(_alpha3, x, rw, wx, x) -> (1, 1, 0) OK
acl_userdir(_alpha0, x, rw, x, r) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rw, x, r) -> (0, 0, 1) OK
acl_userdir(_alpha2, x, rw, x, r) -> (1, 1, 0) OK
acl_userdir(_alpha3, x, rw, x, r) -> (0, 1, 1) OK
acl_userdir(_alpha0, x, rw, x, rw) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rw, x, rw) -> (0, 0, 1) OK
acl_userdir(_alpha2, x, rw, x, rw) -> (1, 1, 0) OK
acl_userdir(_alpha3, x, rw, x, rw) -> (0, 0, 1) OK
acl_userdir(_alpha0, x, rw, x, rx) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rw, x, rx) -> (0, 0, 1) OK
acl_userdir(_alpha2, x, rw, x, rx) -> (1, 1, 0) OK
acl_userdir(_alpha3, x, rw, x, rx) -> (0, 1, 0) OK
acl_userdir(_alpha0, x, rw, x, rwx) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rw, x, rwx) -> (0, 0, 1) OK
acl_userdir(_alpha2, x, rw, x, rwx) -> (1, 1, 0) OK
acl_userdir(_alpha3, x, rw, x, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha0, x, rw, x, w) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rw, x, w) -> (0, 0, 1) OK
acl_userdir(_alpha2, x, rw, x, w) -> (1, 1, 0) OK
acl_userdir(_alpha3, x, rw, x, w) -> (1, 0, 1) OK
acl_userdir(_alpha0, x, rw, x, wx) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rw, x, wx) -> (0, 0, 1) OK
acl_userdir(_alpha2, x, rw, x, wx) -> (1, 1, 0) OK
acl_userdir(_alpha3, x, rw, x, wx) -> (1, 0, 0) OK
acl_userdir(_alpha0, x, rw, x, x) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rw, x, x) -> (0, 0, 1) OK
acl_userdir(_alpha2, x, rw, x, x) -> (1, 1, 0) OK
acl_userdir(_alpha3, x, rw, x, x) -> (1, 1, 0) OK
acl_userdir(_alpha0, x, rx, r, r) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rx, r, r) -> (0, 1, 0) OK
acl_userdir(_alpha2, x, rx, r, r) -> (0, 1, 1) OK
acl_userdir(_alpha3, x, rx, r, r) -> (0, 1, 1) OK
acl_userdir(_alpha0, x, rx, r, rw) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rx, r, rw) -> (0, 1, 0) OK
acl_userdir(_alpha2, x, rx, r, rw) -> (0, 1, 1) OK
acl_userdir(_alpha3, x, rx, r, rw) -> (0, 0, 1) OK
acl_userdir(_alpha0, x, rx, r, rx) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rx, r, rx) -> (0, 1, 0) OK
acl_userdir(_alpha2, x, rx, r, rx) -> (0, 1, 1) OK
acl_userdir(_alpha3, x, rx, r, rx) -> (0, 1, 0) OK
acl_userdir(_alpha0, x, rx, r, rwx) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rx, r, rwx) -> (0, 1, 0) OK
acl_userdir(_alpha2, x, rx, r, rwx) -> (0, 1, 1) OK
acl_userdir(_alpha3, x, rx, r, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha0, x, rx, r, w) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rx, r, w) -> (0, 1, 0) OK
acl_userdir(_alpha2, x, rx, r, w) -> (0, 1, 1) OK
acl_userdir(_alpha3, x, rx, r, w) -> (1, 0, 1) OK
acl_userdir(_alpha0, x, rx, r, wx) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rx, r, wx) -> (0, 1, 0) OK
acl_userdir(_alpha2, x, rx, r, wx) -> (0, 1, 1) OK
acl_userdir(_alpha3, x, rx, r, wx) -> (1, 0, 0) OK
acl_userdir(_alpha0, x, rx, r, x) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rx, r, x) -> (0, 1, 0) OK
acl_userdir(_alpha2, x, rx, r, x) -> (0, 1, 1) OK
acl_userdir(_alpha3, x, rx, r, x) -> (1, 1, 0) OK
acl_userdir(_alpha0, x, rx, rw, r) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rx, rw, r) -> (0, 1, 0) OK
acl_userdir(_alpha2, x, rx, rw, r) -> (0, 0, 1) OK
acl_userdir(_alpha3, x, rx, rw, r) -> (0, 1, 1) OK
acl_userdir(_alpha0, x, rx, rw, rw) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rx, rw, rw) -> (0, 1, 0) OK
acl_userdir(_alpha2, x, rx, rw, rw) -> (0, 0, 1) OK
acl_userdir(_alpha3, x, rx, rw, rw) -> (0, 0, 1) OK
acl_userdir(_alpha0, x, rx, rw, rx) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rx, rw, rx) -> (0, 1, 0) OK
acl_userdir(_alpha2, x, rx, rw, rx) -> (0, 0, 1) OK
acl_userdir(_alpha3, x, rx, rw, rx) -> (0, 1, 0) OK
acl_userdir(_alpha0, x, rx, rw, rwx) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rx, rw, rwx) -> (0, 1, 0) OK
acl_userdir(_alpha2, x, rx, rw, rwx) -> (0, 0, 1) OK
acl_userdir(_alpha3, x, rx, rw, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha0, x, rx, rw, w) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rx, rw, w) -> (0, 1, 0) OK
acl_userdir(_alpha2, x, rx, rw, w) -> (0, 0, 1) OK
acl_userdir(_alpha3, x, rx, rw, w) -> (1, 0, 1) OK
acl_userdir(_alpha0, x, rx, rw, wx) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rx, rw, wx) -> (0, 1, 0) OK
acl_userdir(_alpha2, x, rx, rw, wx) -> (0, 0, 1) OK
acl_userdir(_alpha3, x, rx, rw, wx) -> (1, 0, 0) OK
acl_userdir(_alpha0, x, rx, rw, x) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rx, rw, x) -> (0, 1, 0) OK
acl_userdir(_alpha2, x, rx, rw, x) -> (0, 0, 1) OK
acl_userdir(_alpha3, x, rx, rw, x) -> (1, 1, 0) OK
acl_userdir(_alpha0, x, rx, rx, r) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rx, rx, r) -> (0, 1, 0) OK
acl_userdir(_alpha2, x, rx, rx, r) -> (0, 1, 0) OK
acl_userdir(_alpha3, x, rx, rx, r) -> (0, 1, 1) OK
acl_userdir(_alpha0, x, rx, rx, rw) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rx, rx, rw) -> (0, 1, 0) OK
acl_userdir(_alpha2, x, rx, rx, rw) -> (0, 1, 0) OK
acl_userdir(_alpha3, x, rx, rx, rw) -> (0, 0, 1) OK
acl_userdir(_alpha0, x, rx, rx, rx) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rx, rx, rx) -> (0, 1, 0) OK
acl_userdir(_alpha2, x, rx, rx, rx) -> (0, 1, 0) OK
acl_userdir(_alpha3, x, rx, rx, rx) -> (0, 1, 0) OK
acl_userdir(_alpha0, x, rx, rx, rwx) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rx, rx, rwx) -> (0, 1, 0) OK
acl_userdir(_alpha2, x, rx, rx, rwx) -> (0, 1, 0) OK
acl_userdir(_alpha3, x, rx, rx, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha0, x, rx, rx, w) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rx, rx, w) -> (0, 1, 0) OK
acl_userdir(_alpha2, x, rx, rx, w) -> (0, 1, 0) OK
acl_userdir(_alpha3, x, rx, rx, w) -> (1, 0, 1) OK
acl_userdir(_alpha0, x, rx, rx, wx) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rx, rx, wx) -> (0, 1, 0) OK
acl_userdir(_alpha2, x, rx, rx, wx) -> (0, 1, 0) OK
acl_userdir(_alpha3, x, rx, rx, wx) -> (1, 0, 0) OK
acl_userdir(_alpha0, x, rx, rx, x) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rx, rx, x) -> (0, 1, 0) OK
acl_userdir(_alpha2, x, rx, rx, x) -> (0, 1, 0) OK
acl_userdir(_alpha3, x, rx, rx, x) -> (1, 1, 0) OK
acl_userdir(_alpha0, x, rx, rwx, r) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rx, rwx, r) -> (0, 1, 0) OK
acl_userdir(_alpha2, x, rx, rwx, r) -> (0, 0, 0) OK
acl_userdir(_alpha3, x, rx, rwx, r) -> (0, 1, 1) OK
acl_userdir(_alpha0, x, rx, rwx, rw) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rx, rwx, rw) -> (0, 1, 0) OK
acl_userdir(_alpha2, x, rx, rwx, rw) -> (0, 0, 0) OK
acl_userdir(_alpha3, x, rx, rwx, rw) -> (0, 0, 1) OK
acl_userdir(_alpha0, x, rx, rwx, rx) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rx, rwx, rx) -> (0, 1, 0) OK
acl_userdir(_alpha2, x, rx, rwx, rx) -> (0, 0, 0) OK
acl_userdir(_alpha3, x, rx, rwx, rx) -> (0, 1, 0) OK
acl_userdir(_alpha0, x, rx, rwx, rwx) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rx, rwx, rwx) -> (0, 1, 0) OK
acl_userdir(_alpha2, x, rx, rwx, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha3, x, rx, rwx, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha0, x, rx, rwx, w) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rx, rwx, w) -> (0, 1, 0) OK
acl_userdir(_alpha2, x, rx, rwx, w) -> (0, 0, 0) OK
acl_userdir(_alpha3, x, rx, rwx, w) -> (1, 0, 1) OK
acl_userdir(_alpha0, x, rx, rwx, wx) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rx, rwx, wx) -> (0, 1, 0) OK
acl_userdir(_alpha2, x, rx, rwx, wx) -> (0, 0, 0) OK
acl_userdir(_alpha3, x, rx, rwx, wx) -> (1, 0, 0) OK
acl_userdir(_alpha0, x, rx, rwx, x) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rx, rwx, x) -> (0, 1, 0) OK
acl_userdir(_alpha2, x, rx, rwx, x) -> (0, 0, 0) OK
acl_userdir(_alpha3, x, rx, rwx, x) -> (1, 1, 0) OK
acl_userdir(_alpha0, x, rx, w, r) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rx, w, r) -> (0, 1, 0) OK
acl_userdir(_alpha2, x, rx, w, r) -> (1, 0, 1) OK
acl_userdir(_alpha3, x, rx, w, r) -> (0, 1, 1) OK
acl_userdir(_alpha0, x, rx, w, rw) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rx, w, rw) -> (0, 1, 0) OK
acl_userdir(_alpha2, x, rx, w, rw) -> (1, 0, 1) OK
acl_userdir(_alpha3, x, rx, w, rw) -> (0, 0, 1) OK
acl_userdir(_alpha0, x, rx, w, rx) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rx, w, rx) -> (0, 1, 0) OK
acl_userdir(_alpha2, x, rx, w, rx) -> (1, 0, 1) OK
acl_userdir(_alpha3, x, rx, w, rx) -> (0, 1, 0) OK
acl_userdir(_alpha0, x, rx, w, rwx) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rx, w, rwx) -> (0, 1, 0) OK
acl_userdir(_alpha2, x, rx, w, rwx) -> (1, 0, 1) OK
acl_userdir(_alpha3, x, rx, w, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha0, x, rx, w, w) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rx, w, w) -> (0, 1, 0) OK
acl_userdir(_alpha2, x, rx, w, w) -> (1, 0, 1) OK
acl_userdir(_alpha3, x, rx, w, w) -> (1, 0, 1) OK
acl_userdir(_alpha0, x, rx, w, wx) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rx, w, wx) -> (0, 1, 0) OK
acl_userdir(_alpha2, x, rx, w, wx) -> (1, 0, 1) OK
acl_userdir(_alpha3, x, rx, w, wx) -> (1, 0, 0) OK
acl_userdir(_alpha0, x, rx, w, x) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rx, w, x) -> (0, 1, 0) OK
acl_userdir(_alpha2, x, rx, w, x) -> (1, 0, 1) OK
acl_userdir(_alpha3, x, rx, w, x) -> (1, 1, 0) OK
acl_userdir(_alpha0, x, rx, wx, r) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rx, wx, r) -> (0, 1, 0) OK
acl_userdir(_alpha2, x, rx, wx, r) -> (1, 0, 0) OK
acl_userdir(_alpha3, x, rx, wx, r) -> (0, 1, 1) OK
acl_userdir(_alpha0, x, rx, wx, rw) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rx, wx, rw) -> (0, 1, 0) OK
acl_userdir(_alpha2, x, rx, wx, rw) -> (1, 0, 0) OK
acl_userdir(_alpha3, x, rx, wx, rw) -> (0, 0, 1) OK
acl_userdir(_alpha0, x, rx, wx, rx) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rx, wx, rx) -> (0, 1, 0) OK
acl_userdir(_alpha2, x, rx, wx, rx) -> (1, 0, 0) OK
acl_userdir(_alpha3, x, rx, wx, rx) -> (0, 1, 0) OK
acl_userdir(_alpha0, x, rx, wx, rwx) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rx, wx, rwx) -> (0, 1, 0) OK
acl_userdir(_alpha2, x, rx, wx, rwx) -> (1, 0, 0) OK
acl_userdir(_alpha3, x, rx, wx, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha0, x, rx, wx, w) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rx, wx, w) -> (0, 1, 0) OK
acl_userdir(_alpha2, x, rx, wx, w) -> (1, 0, 0) OK
acl_userdir(_alpha3, x, rx, wx, w) -> (1, 0, 1) OK
acl_userdir(_alpha0, x, rx, wx, wx) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rx, wx, wx) -> (0, 1, 0) OK
acl_userdir(_alpha2, x, rx, wx, wx) -> (1, 0, 0) OK
acl_userdir(_alpha3, x, rx, wx, wx) -> (1, 0, 0) OK
acl_userdir(_alpha0, x, rx, wx, x) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rx, wx, x) -> (0, 1, 0) OK
acl_userdir(_alpha2, x, rx, wx, x) -> (1, 0, 0) OK
acl_userdir(_alpha3, x, rx, wx, x) -> (1, 1, 0) OK
acl_userdir(_alpha0, x, rx, x, r) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rx, x, r) -> (0, 1, 0) OK
acl_userdir(_alpha2, x, rx, x, r) -> (1, 1, 0) OK
acl_userdir(_alpha3, x, rx, x, r) -> (0, 1, 1) OK
acl_userdir(_alpha0, x, rx, x, rw) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rx, x, rw) -> (0, 1, 0) OK
acl_userdir(_alpha2, x, rx, x, rw) -> (1, 1, 0) OK
acl_userdir(_alpha3, x, rx, x, rw) -> (0, 0, 1) OK
acl_userdir(_alpha0, x, rx, x, rx) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rx, x, rx) -> (0, 1, 0) OK
acl_userdir(_alpha2, x, rx, x, rx) -> (1, 1, 0) OK
acl_userdir(_alpha3, x, rx, x, rx) -> (0, 1, 0) OK
acl_userdir(_alpha0, x, rx, x, rwx) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rx, x, rwx) -> (0, 1, 0) OK
acl_userdir(_alpha2, x, rx, x, rwx) -> (1, 1, 0) OK
acl_userdir(_alpha3, x, rx, x, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha0, x, rx, x, w) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rx, x, w) -> (0, 1, 0) OK
acl_userdir(_alpha2, x, rx, x, w) -> (1, 1, 0) OK
acl_userdir(_alpha3, x, rx, x, w) -> (1, 0, 1) OK
acl_userdir(_alpha0, x, rx, x, wx) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rx, x, wx) -> (0, 1, 0) OK
acl_userdir(_alpha2, x, rx, x, wx) -> (1, 1, 0) OK
acl_userdir(_alpha3, x, rx, x, wx) -> (1, 0, 0) OK
acl_userdir(_alpha0, x, rx, x, x) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rx, x, x) -> (0, 1, 0) OK
acl_userdir(_alpha2, x, rx, x, x) -> (1, 1, 0) OK
acl_userdir(_alpha3, x, rx, x, x) -> (1, 1, 0) OK
acl_userdir(_alpha0, x, rwx, r, r) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rwx, r, r) -> (0, 0, 0) OK
acl_userdir(_alpha2, x, rwx, r, r) -> (0, 1, 1) OK
acl_userdir(_alpha3, x, rwx, r, r) -> (0, 1, 1) OK
acl_userdir(_alpha0, x, rwx, r, rw) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rwx, r, rw) -> (0, 0, 0) OK
acl_userdir(_alpha2, x, rwx, r, rw) -> (0, 1, 1) OK
acl_userdir(_alpha3, x, rwx, r, rw) -> (0, 0, 1) OK
acl_userdir(_alpha0, x, rwx, r, rx) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rwx, r, rx) -> (0, 0, 0) OK
acl_userdir(_alpha2, x, rwx, r, rx) -> (0, 1, 1) OK
acl_userdir(_alpha3, x, rwx, r, rx) -> (0, 1, 0) OK
acl_userdir(_alpha0, x, rwx, r, rwx) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rwx, r, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha2, x, rwx, r, rwx) -> (0, 1, 1) OK
acl_userdir(_alpha3, x, rwx, r, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha0, x, rwx, r, w) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rwx, r, w) -> (0, 0, 0) OK
acl_userdir(_alpha2, x, rwx, r, w) -> (0, 1, 1) OK
acl_userdir(_alpha3, x, rwx, r, w) -> (1, 0, 1) OK
acl_userdir(_alpha0, x, rwx, r, wx) -> (1, 1, 0) OK
acl_userdir(_alpha1, x, rwx, r, wx) -> (0, 0, 0) OK
acl_userdir(_alpha2, x, rwx, r, wx) -> (0, 1, 1) OK
